age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
young adult,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,overtime,United-States,<=50K
young adult,Private,HS-grad,Never-married,Priv-house-serv,Unmarried,Other,Female,full-time,Guatemala,<=50K
working adult,Local-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,overtime,United-States,>50K
working adult,Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,Japan,>50K
working adult,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,full-time,United-States,>50K
working adult,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,overtime,South,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,full-time,United-States,>50K
working adult,Private,11th,Never-married,Machine-op-inspct,Own-child,Black,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,overtime,United-States,>50K
working adult,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
young adult,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,part-time,England,<=50K
retirement,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,Italy,>50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,full-time,United-States,<=50K
retirement,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
childhood,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,part-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,Columbia,<=50K
working adult,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
retirement,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,part-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,full-time,United-States,<=50K
young adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
retirement,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,part-time,United-States,<=50K
working adult,State-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,full-time,United-States,>50K
working adult,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,12th,Divorced,Transport-moving,Unmarried,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,full-time,Columbia,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,>50K
working adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,9th,Never-married,Sales,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,overtime,United-States,<=50K
working adult,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,full-time,England,<=50K
working adult,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,part-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
young adult,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Own-child,White,Male,part-time,United-States,<=50K
working adult,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
young adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Separated,Exec-managerial,Unmarried,Black,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,part-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,full-time,United-States,<=50K
young adult,Private,Bachelors,Never-married,Sales,Own-child,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,full-time,Mexico,<=50K
young adult,Private,9th,Never-married,Machine-op-inspct,Unmarried,White,Male,full-time,Guatemala,<=50K
working adult,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
young adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,full-time,United-States,<=50K
young adult,Private,Bachelors,Never-married,Sales,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Local-gov,Masters,Divorced,Prof-specialty,Own-child,White,Female,overtime,United-States,<=50K
working adult,Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Male,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,full-time,United-States,>50K
childhood,Private,11th,Never-married,Sales,Own-child,Black,Female,part-time,United-States,<=50K
working adult,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,overtime,United-States,<=50K
working adult,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
retirement,Private,HS-grad,Separated,Machine-op-inspct,Other-relative,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Separated,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Local-gov,5th-6th,Never-married,Other-service,Unmarried,Other,Female,full-time,El-Salvador,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
young adult,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,full-time,Taiwan,<=50K
young adult,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,>50K
young adult,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
working adult,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Male,full-time,United-States,<=50K
working adult,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
retirement,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,part-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,5th-6th,Never-married,Priv-house-serv,Not-in-family,White,Female,overtime,England,<=50K
working adult,State-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,part-time,United-States,<=50K
working adult,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,part-time,Vietnam,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,part-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,>50K
working adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,full-time,United-States,>50K
childhood,Self-emp-inc,10th,Never-married,Craft-repair,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,11th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,full-time,Mexico,<=50K
young adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Separated,Sales,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,United-States,<=50K
young adult,Private,9th,Never-married,Machine-op-inspct,Own-child,White,Male,full-time,Mexico,<=50K
working adult,Private,Masters,Never-married,Exec-managerial,Own-child,White,Female,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
young adult,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,full-time,United-States,<=50K
working adult,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
retirement,Private,11th,Widowed,Sales,Other-relative,White,Female,part-time,United-States,<=50K
working adult,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,part-time,Haiti,<=50K
working adult,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,full-time,China,<=50K
working adult,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,<=50K
working adult,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
working adult,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
retirement,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,full-time,Japan,<=50K
childhood,Private,9th,Never-married,Craft-repair,Own-child,White,Female,part-time,United-States,<=50K
working adult,Local-gov,5th-6th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,full-time,Mexico,<=50K
working adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,HS-grad,Never-married,Sales,Other-relative,White,Female,part-time,United-States,<=50K
working adult,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
young adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,Masters,Never-married,Sales,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,11th,Divorced,Prof-specialty,Unmarried,Black,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,overtime,United-States,>50K
young adult,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Own-child,White,Male,overtime,United-States,<=50K
working adult,Private,9th,Never-married,Craft-repair,Not-in-family,Other,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,part-time,Philippines,<=50K
working adult,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Unmarried,White,Female,overtime,United-States,>50K
retirement,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,part-time,United-States,<=50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,part-time,United-States,<=50K
working adult,Private,Prof-school,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,part-time,South,<=50K
working adult,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Divorced,Exec-managerial,Other-relative,White,Male,overtime,United-States,<=50K
working adult,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
retirement,Private,10th,Widowed,Transport-moving,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,United-States,>50K
young adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
working adult,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,full-time,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,full-time,United-States,<=50K
working adult,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,part-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,Other,Female,part-time,Puerto-Rico,<=50K
working adult,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,overtime,Mexico,>50K
working adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,overtime,Philippines,<=50K
working adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,overtime,Poland,<=50K
retirement,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,part-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,full-time,United-States,<=50K
working adult,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
young adult,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,overtime,United-States,<=50K
retirement,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,full-time,United-States,<=50K
working adult,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,part-time,United-States,<=50K
working adult,Federal-gov,HS-grad,Never-married,Armed-Forces,Not-in-family,White,Male,overtime,United-States,<=50K
young adult,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
retirement,Federal-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Wife,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-spouse-absent,Farming-fishing,Own-child,White,Female,full-time,Mexico,<=50K
working adult,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,overtime,United-States,<=50K
working adult,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,full-time,United-States,<=50K
young adult,Private,Assoc-voc,Never-married,Other-service,Own-child,Black,Female,full-time,United-States,<=50K
young adult,Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,full-time,Mexico,<=50K
working adult,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Local-gov,HS-grad,Separated,Transport-moving,Own-child,White,Male,full-time,United-States,<=50K
working adult,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,State-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Black,Male,full-time,United-States,>50K
young adult,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Male,overtime,United-States,<=50K
retirement,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,overtime,United-States,<=50K
working adult,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,Other,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,overtime,United-States,>50K
working adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,part-time,United-States,<=50K
young adult,Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,White,Female,full-time,United-States,<=50K
retirement,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,full-time,United-States,>50K
young adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Local-gov,HS-grad,Divorced,Tech-support,Not-in-family,Black,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,overtime,United-States,>50K
working adult,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,full-time,United-States,>50K
working adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,full-time,United-States,<=50K
working adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Some-college,Widowed,Craft-repair,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,>50K
young adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
young adult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,full-time,United-States,>50K
working adult,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Female,full-time,United-States,<=50K
working adult,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
